MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
19410927,19410927,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19410927,19410927,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19411212,19411212,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19411212,19411212,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19411212,19411212,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19411212,19411212,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19411212,19411212,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19411212,19411212,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19411212,19411212,Ernest,G.,Draper,Governor,Member,Office of Board Members
19411212,19411212,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19411212,19411212,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19411212,19411212,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19411212,19411212,John,K.,McKee,Governor,Member,Office of Board Members
19411212,19411212,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19411212,19411212,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19411212,19411212,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19411212,19411212,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19411212,19411212,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19411212,19411212,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19420228,19420228,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19420228,19420228,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19420228,19420228,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19420228,19420228,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19420228,19420228,Roy,A.,Young,President,Alternate Member,Boston Reserve Bank
19420228,19420228,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19420228,19420228,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420228,19420228,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420228,19420228,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19420228,19420228,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19420228,19420228,John,K.,McKee,Governor,Member,Office of Board Members
19420228,19420228,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19420228,19420228,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420228,19420228,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420228,19420228,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420228,19420228,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19420228,19420228,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19420302,19420302,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19420302,19420302,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19420302,19420302,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19420302,19420302,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19420302,19420302,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19420302,19420302,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420302,19420302,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420302,19420302,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19420302,19420302,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19420302,19420302,John,K.,McKee,Governor,Member,Office of Board Members
19420302,19420302,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420302,19420302,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420302,19420302,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420302,19420302,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19420302,19420302,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19420302,19420302,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19420302,19420302,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19420508,19420508,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19420508,19420508,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19420508,19420508,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19420508,19420508,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19420508,19420508,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19420508,19420508,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420508,19420508,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420508,19420508,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19420508,19420508,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19420508,19420508,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19420508,19420508,John,K.,McKee,Governor,Member,Office of Board Members
19420508,19420508,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420508,19420508,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420508,19420508,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420508,19420508,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19420508,19420508,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19420508,19420508,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19420508,19420508,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19420622,19420622,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19420622,19420622,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19420622,19420622,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19420622,19420622,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19420622,19420622,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19420622,19420622,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420622,19420622,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420622,19420622,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19420622,19420622,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19420622,19420622,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19420622,19420622,John,K.,McKee,Governor,Member,Office of Board Members
19420622,19420622,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420622,19420622,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420622,19420622,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420622,19420622,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19420622,19420622,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19420622,19420622,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19420622,19420622,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19420803,19420803,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19420803,19420803,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19420803,19420803,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19420803,19420803,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19420803,19420803,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19420803,19420803,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420803,19420803,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420803,19420803,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19420803,19420803,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19420803,19420803,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19420803,19420803,John,K.,McKee,Governor,Member,Office of Board Members
19420803,19420803,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420803,19420803,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420803,19420803,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420803,19420803,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19420803,19420803,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19420803,19420803,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19420803,19420803,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19420928,19420929,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19420928,19420929,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19420928,19420929,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19420928,19420929,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19420928,19420929,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19420928,19420929,Ernest,G.,Draper,Governor,Member,Office of Board Members
19420928,19420929,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19420928,19420929,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19420928,19420929,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19420928,19420929,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19420928,19420929,John,K.,McKee,Governor,Member,Office of Board Members
19420928,19420929,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19420928,19420929,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19420928,19420929,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19420928,19420929,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19420928,19420929,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19420928,19420929,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19420928,19420929,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19421214,19421214,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19421214,19421214,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19421214,19421214,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19421214,19421214,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19421214,19421214,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19421214,19421214,Ernest,G.,Draper,Governor,Member,Office of Board Members
19421214,19421214,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19421214,19421214,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19421214,19421214,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19421214,19421214,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19421214,19421214,John,K.,McKee,Governor,Member,Office of Board Members
19421214,19421214,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19421214,19421214,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19421214,19421214,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19421214,19421214,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19421214,19421214,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19421214,19421214,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19421214,19421214,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19430125,19430126,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19430125,19430126,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19430125,19430126,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19430125,19430126,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19430125,19430126,William,W.,Paddock,President,Alternate Member,Boston Reserve Bank
19430125,19430126,Ernest,G.,Draper,Governor,Member,Office of Board Members
19430125,19430126,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19430125,19430126,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19430125,19430126,R.,Randle,Gilbert,President,Member,Dallas Reserve Bank
19430125,19430126,Harold,G.,Leedy,President,Member,Kansas City Reserve Bank
19430125,19430126,John,K.,McKee,Governor,Member,Office of Board Members
19430125,19430126,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19430125,19430126,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19430125,19430126,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19430125,19430126,Alfred,H.,Williams,President,Member,Philadelphia Reserve Bank
19430125,19430126,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19430125,19430126,Hugh,$$,Leach,President,Non-Voting President,Richmond Reserve Bank
19430125,19430126,John,N.,Peyton,President,Non-Voting President,Minneapolis Reserve Bank
19430302,19430302,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19430302,19430302,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19430302,19430302,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19430302,19430302,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19430302,19430302,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19430302,19430302,William,A.,Day,President,Member,San Francisco Reserve Bank
19430302,19430302,Ernest,G.,Draper,Governor,Member,Office of Board Members
19430302,19430302,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19430302,19430302,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19430302,19430302,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19430302,19430302,John,K.,McKee,Governor,Member,Office of Board Members
19430302,19430302,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19430302,19430302,William,W.,Paddock,President,Member,Boston Reserve Bank
19430302,19430302,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19430302,19430302,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19430302,19430302,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19430302,19430302,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19430302,19430302,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19430302,19430302,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19430515,19430515,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19430515,19430515,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19430515,19430515,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19430515,19430515,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19430515,19430515,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19430515,19430515,William,A.,Day,President,Member,San Francisco Reserve Bank
19430515,19430515,Ernest,G.,Draper,Governor,Member,Office of Board Members
19430515,19430515,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19430515,19430515,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19430515,19430515,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19430515,19430515,John,K.,McKee,Governor,Member,Office of Board Members
19430515,19430515,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19430515,19430515,William,W.,Paddock,President,Member,Boston Reserve Bank
19430515,19430515,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19430515,19430515,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19430515,19430515,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19430515,19430515,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19430515,19430515,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19430515,19430515,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19430628,19430628,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19430628,19430628,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19430628,19430628,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19430628,19430628,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19430628,19430628,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19430628,19430628,William,A.,Day,President,Member,San Francisco Reserve Bank
19430628,19430628,Ernest,G.,Draper,Governor,Member,Office of Board Members
19430628,19430628,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19430628,19430628,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19430628,19430628,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19430628,19430628,John,K.,McKee,Governor,Member,Office of Board Members
19430628,19430628,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19430628,19430628,William,W.,Paddock,President,Member,Boston Reserve Bank
19430628,19430628,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19430628,19430628,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19430628,19430628,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19430628,19430628,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19430628,19430628,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19430628,19430628,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19431018,19431018,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19431018,19431018,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19431018,19431018,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19431018,19431018,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19431018,19431018,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19431018,19431018,William,A.,Day,President,Member,San Francisco Reserve Bank
19431018,19431018,Ernest,G.,Draper,Governor,Member,Office of Board Members
19431018,19431018,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19431018,19431018,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19431018,19431018,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19431018,19431018,John,K.,McKee,Governor,Member,Office of Board Members
19431018,19431018,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19431018,19431018,William,W.,Paddock,President,Member,Boston Reserve Bank
19431018,19431018,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19431018,19431018,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19431018,19431018,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19431018,19431018,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19431018,19431018,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19431018,19431018,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19440229,19440229,Chester,C.,Davis,President,Alternate Member,St. Louis Reserve Bank
19440229,19440229,Hugh,$$,Leach,President,Alternate Member,Richmond Reserve Bank
19440229,19440229,John,N.,Peyton,President,Alternate Member,Minneapolis Reserve Bank
19440229,19440229,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19440229,19440229,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19440229,19440229,William,A.,Day,President,Member,San Francisco Reserve Bank
19440229,19440229,Ernest,G.,Draper,Governor,Member,Office of Board Members
19440229,19440229,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19440229,19440229,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19440229,19440229,Matthew,J.,Fleming,President,Member,Cleveland Reserve Bank
19440229,19440229,John,K.,McKee,Governor,Member,Office of Board Members
19440229,19440229,William,S.,"McLarin, Jr.",President,Member,Atlanta Reserve Bank
19440229,19440229,William,W.,Paddock,President,Member,Boston Reserve Bank
19440229,19440229,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19440229,19440229,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19440229,19440229,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19440229,19440229,R.,Randle,Gilbert,President,Non-Voting President,Dallas Reserve Bank
19440229,19440229,Harold,G.,Leedy,President,Non-Voting President,Kansas City Reserve Bank
19440229,19440229,Alfred,H.,Williams,President,Non-Voting President,Philadelphia Reserve Bank
19440301,19440301,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19440301,19440301,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19440301,19440301,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19440301,19440301,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19440301,19440301,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19440301,19440301,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19440301,19440301,Ernest,G.,Draper,Governor,Member,Office of Board Members
19440301,19440301,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19440301,19440301,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19440301,19440301,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19440301,19440301,John,K.,McKee,Governor,Member,Office of Board Members
19440301,19440301,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19440301,19440301,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19440301,19440301,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19440301,19440301,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19440301,19440301,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19440301,19440301,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19440301,19440301,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19440301,19440301,William,W.,Paddock,President,Non-Voting President,Boston Reserve Bank
19440504,19440504,Matthew,J.,Fleming,President,Alternate Member,Cleveland Reserve Bank
19440504,19440504,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19440504,19440504,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19440504,19440504,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19440504,19440504,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19440504,19440504,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19440504,19440504,Ernest,G.,Draper,Governor,Member,Office of Board Members
19440504,19440504,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19440504,19440504,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19440504,19440504,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19440504,19440504,John,K.,McKee,Governor,Member,Office of Board Members
19440504,19440504,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19440504,19440504,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19440504,19440504,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19440504,19440504,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19440504,19440504,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19440504,19440504,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19440504,19440504,Ralph,E.,Flanders,President,Non-Voting President,Boston Reserve Bank
19440504,19440504,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19440921,19440922,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19440921,19440922,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19440921,19440922,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19440921,19440922,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19440921,19440922,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19440921,19440922,Ernest,G.,Draper,Governor,Member,Office of Board Members
19440921,19440922,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19440921,19440922,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19440921,19440922,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19440921,19440922,John,K.,McKee,Governor,Member,Office of Board Members
19440921,19440922,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19440921,19440922,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19440921,19440922,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19440921,19440922,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19440921,19440922,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19440921,19440922,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19440921,19440922,Ralph,E.,Flanders,President,Non-Voting President,Boston Reserve Bank
19440921,19440922,Ray,M.,Gidney,President,Non-Voting President,Cleveland Reserve Bank
19440921,19440922,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19441211,19441211,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19441211,19441211,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19441211,19441211,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19441211,19441211,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19441211,19441211,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19441211,19441211,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19441211,19441211,Ernest,G.,Draper,Governor,Member,Office of Board Members
19441211,19441211,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19441211,19441211,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19441211,19441211,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19441211,19441211,John,K.,McKee,Governor,Member,Office of Board Members
19441211,19441211,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19441211,19441211,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19441211,19441211,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19441211,19441211,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19441211,19441211,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19441211,19441211,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19441211,19441211,Ralph,E.,Flanders,President,Non-Voting President,Boston Reserve Bank
19441211,19441211,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19450228,19450228,Ray,M.,Gidney,President,Alternate Member,Cleveland Reserve Bank
19450228,19450228,R.,Randle,Gilbert,President,Alternate Member,Dallas Reserve Bank
19450228,19450228,Harold,G.,Leedy,President,Alternate Member,Kansas City Reserve Bank
19450228,19450228,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19450228,19450228,Alfred,H.,Williams,President,Alternate Member,Philadelphia Reserve Bank
19450228,19450228,Chester,C.,Davis,President,Member,St. Louis Reserve Bank
19450228,19450228,Ernest,G.,Draper,Governor,Member,Office of Board Members
19450228,19450228,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19450228,19450228,Rudolph,M.,Evans,Governor,Member,Office of Board Members
19450228,19450228,Hugh,$$,Leach,President,Member,Richmond Reserve Bank
19450228,19450228,John,K.,McKee,Governor,Member,Office of Board Members
19450228,19450228,John,N.,Peyton,President,Member,Minneapolis Reserve Bank
19450228,19450228,Ronald,$$,Ransom,Governor,Member,Office of Board Members
19450228,19450228,Allan,$$,Sproul,Vice Chairman,Member,New York Reserve Bank
19450228,19450228,Menc,S.,Szymczak,Governor,Member,Office of Board Members
19450228,19450228,Clifford,S.,Young,President,Member,Chicago Reserve Bank
19450228,19450228,William,A.,Day,President,Non-Voting President,San Francisco Reserve Bank
19450228,19450228,Ralph,E.,Flanders,President,Non-Voting President,Boston Reserve Bank
19450228,19450228,William,S.,"McLarin, Jr.",President,Non-Voting President,Atlanta Reserve Bank
19450301,19450301,William,A.,Day,President,Alternate Member,San Francisco Reserve Bank
19450301,19450301,Ralph,E.,Flanders,President,Alternate Member,Boston Reserve Bank
19450301,19450301,William,S.,"McLarin, Jr.",President,Alternate Member,Atlanta Reserve Bank
19450301,19450301,Leslie,R.,Rounds,First Vice President,Alternate Member,New York Reserve Bank
19450301,19450301,Clifford,S.,Young,President,Alternate Member,Chicago Reserve Bank
19450301,19450301,Ernest,G.,Draper,Governor,Member,Office of Board Members
19450301,19450301,Marriner,S.,Eccles,Chairman,Member,Office of Board Members
19450301,19450301,Rudolph,M.,Evans,Governor,Member,Office of Board Members
