MeetingStartDt,MeetingEndDt,FirstNm,MiddleNm,LastNm,Title,Status,Affiliation
19771115,19771115,Monroe,$$,Kimbrel,President,Non-Voting President,Atlanta Reserve Bank
19771115,19771115,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19771219,19771220,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19771219,19771220,Ernest,T.,Baughman,President,Alternate Member,Dallas Reserve Bank
19771219,19771220,David,P.,Eastburn,President,Alternate Member,Philadelphia Reserve Bank
19771219,19771220,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19771219,19771220,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19771219,19771220,Arthur,F.,Burns,Chairman,Member,Office of Board Members
19771219,19771220,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19771219,19771220,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19771219,19771220,J.,Roger,Guffey,President,Member,Kansas City Reserve Bank
19771219,19771220,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19771219,19771220,David,M.,Lilly,Governor,Member,Office of Board Members
19771219,19771220,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19771219,19771220,Frank,E.,Morris,President,Member,Boston Reserve Bank
19771219,19771220,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19771219,19771220,Lawrence,K.,Roos,President,Member,St. Louis Reserve Bank
19771219,19771220,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19771219,19771220,Henry,C.,Wallich,Governor,Member,Office of Board Members
19771219,19771220,Robert,P.,Black,President,Non-Voting President,Richmond Reserve Bank
19771219,19771220,Monroe,$$,Kimbrel,President,Non-Voting President,Atlanta Reserve Bank
19771219,19771220,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19780105,19780105,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780105,19780105,Ernest,T.,Baughman,President,Alternate Member,Dallas Reserve Bank
19780105,19780105,David,P.,Eastburn,President,Alternate Member,Philadelphia Reserve Bank
19780105,19780105,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780105,19780105,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19780105,19780105,Arthur,F.,Burns,Chairman,Member,Office of Board Members
19780105,19780105,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780105,19780105,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780105,19780105,J.,Roger,Guffey,President,Member,Kansas City Reserve Bank
19780105,19780105,David,M.,Lilly,Governor,Member,Office of Board Members
19780105,19780105,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19780105,19780105,Frank,E.,Morris,President,Member,Boston Reserve Bank
19780105,19780105,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780105,19780105,Lawrence,K.,Roos,President,Member,St. Louis Reserve Bank
19780105,19780105,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780105,19780105,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780105,19780105,Robert,P.,Black,President,Non-Voting President,Richmond Reserve Bank
19780105,19780105,Monroe,$$,Kimbrel,President,Non-Voting President,Atlanta Reserve Bank
19780105,19780105,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19780117,19780117,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780117,19780117,Ernest,T.,Baughman,President,Alternate Member,Dallas Reserve Bank
19780117,19780117,David,P.,Eastburn,President,Alternate Member,Philadelphia Reserve Bank
19780117,19780117,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780117,19780117,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19780117,19780117,Arthur,F.,Burns,Chairman,Member,Office of Board Members
19780117,19780117,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780117,19780117,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780117,19780117,J.,Roger,Guffey,President,Member,Kansas City Reserve Bank
19780117,19780117,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780117,19780117,David,M.,Lilly,Governor,Member,Office of Board Members
19780117,19780117,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19780117,19780117,Frank,E.,Morris,President,Member,Boston Reserve Bank
19780117,19780117,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780117,19780117,Lawrence,K.,Roos,President,Member,St. Louis Reserve Bank
19780117,19780117,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780117,19780117,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780117,19780117,Robert,P.,Black,President,Non-Voting President,Richmond Reserve Bank
19780117,19780117,Monroe,$$,Kimbrel,President,Non-Voting President,Atlanta Reserve Bank
19780117,19780117,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19780228,19780228,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780228,19780228,Ernest,T.,Baughman,President,Alternate Member,Dallas Reserve Bank
19780228,19780228,David,P.,Eastburn,President,Alternate Member,Philadelphia Reserve Bank
19780228,19780228,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780228,19780228,Willis,J.,Winn,President,Alternate Member,Cleveland Reserve Bank
19780228,19780228,Arthur,F.,Burns,Chairman,Member,Office of Board Members
19780228,19780228,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780228,19780228,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780228,19780228,J.,Roger,Guffey,President,Member,Kansas City Reserve Bank
19780228,19780228,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780228,19780228,Robert,P.,Mayo,President,Member,Chicago Reserve Bank
19780228,19780228,Frank,E.,Morris,President,Member,Boston Reserve Bank
19780228,19780228,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780228,19780228,Lawrence,K.,Roos,President,Member,St. Louis Reserve Bank
19780228,19780228,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780228,19780228,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780228,19780228,Robert,P.,Black,President,Non-Voting President,Richmond Reserve Bank
19780228,19780228,Monroe,$$,Kimbrel,President,Non-Voting President,Atlanta Reserve Bank
19780228,19780228,Mark,H.,Willes,President,Non-Voting President,Minneapolis Reserve Bank
19780310,19780310,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780310,19780310,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780310,19780310,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780310,19780310,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780310,19780310,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780310,19780310,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780310,19780310,Arthur,F.,Burns,Governor,Member,Office of Board Members
19780310,19780310,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780310,19780310,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780310,19780310,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780310,19780310,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780310,19780310,G.,William,Miller,Chairman,Member,Office of Board Members
19780310,19780310,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780310,19780310,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780310,19780310,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780310,19780310,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780310,19780310,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780310,19780310,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780310,19780310,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780310,19780310,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780321,19780321,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780321,19780321,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780321,19780321,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780321,19780321,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780321,19780321,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780321,19780321,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780321,19780321,Arthur,F.,Burns,Governor,Member,Office of Board Members
19780321,19780321,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780321,19780321,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780321,19780321,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780321,19780321,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780321,19780321,G.,William,Miller,Chairman,Member,Office of Board Members
19780321,19780321,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780321,19780321,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780321,19780321,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780321,19780321,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780321,19780321,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780321,19780321,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780321,19780321,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780321,19780321,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780418,19780418,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780418,19780418,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780418,19780418,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780418,19780418,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780418,19780418,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780418,19780418,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780418,19780418,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780418,19780418,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780418,19780418,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780418,19780418,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780418,19780418,G.,William,Miller,Chairman,Member,Office of Board Members
19780418,19780418,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780418,19780418,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780418,19780418,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780418,19780418,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780418,19780418,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780418,19780418,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780418,19780418,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780418,19780418,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780505,19780505,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780505,19780505,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780505,19780505,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780505,19780505,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780505,19780505,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780505,19780505,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780505,19780505,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780505,19780505,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780505,19780505,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780505,19780505,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780505,19780505,G.,William,Miller,Chairman,Member,Office of Board Members
19780505,19780505,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780505,19780505,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780505,19780505,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780505,19780505,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780505,19780505,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780505,19780505,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780505,19780505,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780505,19780505,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780516,19780516,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780516,19780516,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780516,19780516,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780516,19780516,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780516,19780516,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780516,19780516,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780516,19780516,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780516,19780516,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780516,19780516,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780516,19780516,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780516,19780516,G.,William,Miller,Chairman,Member,Office of Board Members
19780516,19780516,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780516,19780516,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780516,19780516,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780516,19780516,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780516,19780516,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780516,19780516,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780516,19780516,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780516,19780516,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780620,19780620,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780620,19780620,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780620,19780620,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780620,19780620,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780620,19780620,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780620,19780620,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780620,19780620,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780620,19780620,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780620,19780620,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780620,19780620,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780620,19780620,G.,William,Miller,Chairman,Member,Office of Board Members
19780620,19780620,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780620,19780620,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780620,19780620,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780620,19780620,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780620,19780620,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780620,19780620,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780620,19780620,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780620,19780620,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780718,19780718,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780718,19780718,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780718,19780718,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780718,19780718,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780718,19780718,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780718,19780718,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780718,19780718,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780718,19780718,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780718,19780718,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780718,19780718,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780718,19780718,G.,William,Miller,Chairman,Member,Office of Board Members
19780718,19780718,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780718,19780718,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780718,19780718,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780718,19780718,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780718,19780718,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780718,19780718,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780718,19780718,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780718,19780718,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780815,19780815,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780815,19780815,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780815,19780815,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780815,19780815,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780815,19780815,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780815,19780815,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780815,19780815,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780815,19780815,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780815,19780815,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780815,19780815,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780815,19780815,G.,William,Miller,Chairman,Member,Office of Board Members
19780815,19780815,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780815,19780815,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780815,19780815,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780815,19780815,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780815,19780815,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780815,19780815,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780815,19780815,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780815,19780815,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780908,19780908,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780908,19780908,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780908,19780908,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780908,19780908,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780908,19780908,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780908,19780908,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780908,19780908,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780908,19780908,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780908,19780908,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780908,19780908,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780908,19780908,G.,William,Miller,Chairman,Member,Office of Board Members
19780908,19780908,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780908,19780908,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780908,19780908,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780908,19780908,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780908,19780908,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780908,19780908,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780908,19780908,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780908,19780908,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19780919,19780919,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19780919,19780919,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19780919,19780919,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19780919,19780919,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19780919,19780919,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19780919,19780919,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19780919,19780919,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19780919,19780919,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19780919,19780919,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19780919,19780919,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19780919,19780919,G.,William,Miller,Chairman,Member,Office of Board Members
19780919,19780919,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19780919,19780919,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19780919,19780919,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19780919,19780919,Henry,C.,Wallich,Governor,Member,Office of Board Members
19780919,19780919,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19780919,19780919,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19780919,19780919,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19780919,19780919,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19780919,19780919,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19781017,19781017,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19781017,19781017,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19781017,19781017,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19781017,19781017,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19781017,19781017,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19781017,19781017,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19781017,19781017,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19781017,19781017,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19781017,19781017,Stephen,S.,Gardner,Governor,Member,Office of Board Members
19781017,19781017,Philip,C.,"Jackson, Jr.",Governor,Member,Office of Board Members
19781017,19781017,G.,William,Miller,Chairman,Member,Office of Board Members
19781017,19781017,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19781017,19781017,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19781017,19781017,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19781017,19781017,Henry,C.,Wallich,Governor,Member,Office of Board Members
19781017,19781017,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19781017,19781017,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19781017,19781017,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19781017,19781017,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19781017,19781017,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19781121,19781121,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19781121,19781121,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19781121,19781121,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19781121,19781121,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19781121,19781121,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19781121,19781121,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19781121,19781121,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19781121,19781121,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19781121,19781121,G.,William,Miller,Chairman,Member,Office of Board Members
19781121,19781121,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19781121,19781121,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19781121,19781121,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19781121,19781121,Henry,C.,Wallich,Governor,Member,Office of Board Members
19781121,19781121,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19781121,19781121,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19781121,19781121,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19781121,19781121,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19781121,19781121,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19781219,19781219,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19781219,19781219,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19781219,19781219,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19781219,19781219,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19781219,19781219,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19781219,19781219,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19781219,19781219,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19781219,19781219,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19781219,19781219,G.,William,Miller,Chairman,Member,Office of Board Members
19781219,19781219,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19781219,19781219,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19781219,19781219,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19781219,19781219,Henry,C.,Wallich,Governor,Member,Office of Board Members
19781219,19781219,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19781219,19781219,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19781219,19781219,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19781219,19781219,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19781219,19781219,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19790112,19790112,VACANT,$$,VACANT,VACANT,Member,Office of Board Members
19790206,19790206,John,J.,Balles,President,Alternate Member,San Francisco Reserve Bank
19790206,19790206,Robert,P.,Black,President,Alternate Member,Richmond Reserve Bank
19790206,19790206,Monroe,$$,Kimbrel,President,Alternate Member,Atlanta Reserve Bank
19790206,19790206,Robert,P.,Mayo,President,Alternate Member,Chicago Reserve Bank
19790206,19790206,Thomas,M.,"Timlen, Jr.",First Vice President,Alternate Member,New York Reserve Bank
19790206,19790206,Ernest,T.,Baughman,President,Member,Dallas Reserve Bank
19790206,19790206,Phillip,E.,Coldwell,Governor,Member,Office of Board Members
19790206,19790206,David,P.,Eastburn,President,Member,Philadelphia Reserve Bank
19790206,19790206,G.,William,Miller,Chairman,Member,Office of Board Members
19790206,19790206,J.,Charles (Chuck),Partee,Governor,Member,Office of Board Members
19790206,19790206,Nancy,H.,Teeters,Governor,Member,Office of Board Members
19790206,19790206,Paul,A.,Volcker,Vice Chairman,Member,New York Reserve Bank
19790206,19790206,Henry,C.,Wallich,Governor,Member,Office of Board Members
19790206,19790206,Mark,H.,Willes,President,Member,Minneapolis Reserve Bank
19790206,19790206,Willis,J.,Winn,President,Member,Cleveland Reserve Bank
19790206,19790206,J.,Roger,Guffey,President,Non-Voting President,Kansas City Reserve Bank
19790206,19790206,Frank,E.,Morris,President,Non-Voting President,Boston Reserve Bank
19790206,19790206,Lawrence,K.,Roos,President,Non-Voting President,St. Louis Reserve Bank
19790302,19790302,J.,Roger,Guffey,President,Alternate Member,Kansas City Reserve Bank
19790302,19790302,Frank,E.,Morris,President,Alternate Member,Boston Reserve Bank
19790302,19790302,Lawrence,K.,Roos,President,Alternate Member,St. Louis Reserve Bank
